time,volt
22-Jan-2021 (01:02:22.376494),10.000499896552881
22-Jan-2021 (01:02:23.434547),10.000500021263083
22-Jan-2021 (01:02:24.486634),10.000499740117828
22-Jan-2021 (01:02:25.537236),10.000499800759506
22-Jan-2021 (01:02:26.592299),10.000499801217366
22-Jan-2021 (01:02:27.645859),10.000499898035345
22-Jan-2021 (01:02:28.697974),10.000499821492351
22-Jan-2021 (01:02:29.746400),10.00049980967525
22-Jan-2021 (01:02:30.791288),10.000499501616385
22-Jan-2021 (01:02:31.844897),10.000499524481624
22-Jan-2021 (01:02:32.905039),10.000499563613381
22-Jan-2021 (01:02:33.958714),10.000499796059177
22-Jan-2021 (01:02:35.012345),10.000499572733373
22-Jan-2021 (01:02:36.059240),10.000499665245309
22-Jan-2021 (01:02:37.112739),10.000499720561077
22-Jan-2021 (01:02:38.166453),10.000500065210144
22-Jan-2021 (01:02:39.225063),10.000499655042555
22-Jan-2021 (01:02:40.273484),10.000499999013284
22-Jan-2021 (01:02:41.333672),10.000500248675129
22-Jan-2021 (01:02:42.381520),10.000500038462905
22-Jan-2021 (01:02:43.434209),10.000500150612748
22-Jan-2021 (01:02:44.487802),10.00049993750458
22-Jan-2021 (01:02:45.542225),10.000499757364313
22-Jan-2021 (01:02:46.598041),10.000499591906657
22-Jan-2021 (01:02:47.653548),10.000499926863576
22-Jan-2021 (01:02:48.701655),10.000499494817477
22-Jan-2021 (01:02:49.762225),10.000499444626083
22-Jan-2021 (01:02:50.810074),10.00049960355806
22-Jan-2021 (01:02:51.869355),10.000499726936615
22-Jan-2021 (01:02:52.921416),10.000499454987096
22-Jan-2021 (01:02:53.978037),10.000500063772993
22-Jan-2021 (01:02:55.028583),10.000499709711095
22-Jan-2021 (01:02:56.082142),10.000499936712623
22-Jan-2021 (01:02:57.138779),10.000500123855364
22-Jan-2021 (01:02:58.192320),10.000500163258998
22-Jan-2021 (01:02:59.242845),10.000500236794458
22-Jan-2021 (01:03:00.297933),10.000499533969526
22-Jan-2021 (01:03:01.350078),10.000499527030623
22-Jan-2021 (01:03:02.398474),10.000499609551486
22-Jan-2021 (01:03:03.452995),10.00049981292761
22-Jan-2021 (01:03:04.498455),10.000499691952644
22-Jan-2021 (01:03:05.560092),10.000500238809174
22-Jan-2021 (01:03:06.605612),10.000500065879686
22-Jan-2021 (01:03:07.657676),10.000500326476727
22-Jan-2021 (01:03:08.716361),10.000500305639054
22-Jan-2021 (01:03:09.766373),10.000500014207855
22-Jan-2021 (01:03:10.823778),10.0005000024266
22-Jan-2021 (01:03:11.880090),10.000500366393679
22-Jan-2021 (01:03:12.932186),10.000500383636785
22-Jan-2021 (01:03:13.980625),10.00049973182834
22-Jan-2021 (01:03:15.030619),10.000500187670273
22-Jan-2021 (01:03:16.087746),10.000499914539247
22-Jan-2021 (01:03:17.139817),10.000500097367153
22-Jan-2021 (01:03:18.200158),10.000500269549322
22-Jan-2021 (01:03:19.252088),10.000500192584315
22-Jan-2021 (01:03:20.300566),10.000500275657044
22-Jan-2021 (01:03:21.355632),10.000500298747493
22-Jan-2021 (01:03:22.408610),10.0005001619774
22-Jan-2021 (01:03:23.462121),10.00050014567977
22-Jan-2021 (01:03:24.516369),10.000499937771044
22-Jan-2021 (01:03:25.569337),10.000500049141781
22-Jan-2021 (01:03:26.628623),10.00049994634999
22-Jan-2021 (01:03:27.677087),10.000500373666675
22-Jan-2021 (01:03:28.732165),10.00049980355806
22-Jan-2021 (01:03:29.782746),10.000499673634211
22-Jan-2021 (01:03:30.837953),10.000500032512763
22-Jan-2021 (01:03:31.889876),10.000499836410317
22-Jan-2021 (01:03:32.943461),10.000500124650026
22-Jan-2021 (01:03:34.005065),10.00050026264153
22-Jan-2021 (01:03:35.050618),10.000500003279422
22-Jan-2021 (01:03:36.095448),10.000499939455045
22-Jan-2021 (01:03:37.149047),10.000499853398454
22-Jan-2021 (01:03:38.209217),10.000499750584343
22-Jan-2021 (01:03:39.261297),10.000499531131068
22-Jan-2021 (01:03:40.309764),10.000499726217026
22-Jan-2021 (01:03:41.368564),10.000500200697962
22-Jan-2021 (01:03:42.416941),10.00049961283225
22-Jan-2021 (01:03:43.472015),10.000499970126212
22-Jan-2021 (01:03:44.524127),10.000499952061396
22-Jan-2021 (01:03:45.582765),10.000500036784313
22-Jan-2021 (01:03:46.636320),10.000500334155511
22-Jan-2021 (01:03:47.689891),10.00050002988599
22-Jan-2021 (01:03:48.739895),10.000499949839055
22-Jan-2021 (01:03:49.801570),10.000499679227266
22-Jan-2021 (01:03:50.852143),10.000500051126066
22-Jan-2021 (01:03:51.900584),10.00050008816533
22-Jan-2021 (01:03:52.952650),10.000500026889952
22-Jan-2021 (01:03:54.005848),10.000499555715477
22-Jan-2021 (01:03:55.059791),10.000499561546592
22-Jan-2021 (01:03:56.122936),10.00049945987341
22-Jan-2021 (01:03:57.172042),10.000499898727204
22-Jan-2021 (01:03:58.227129),10.000499867624555
22-Jan-2021 (01:03:59.279197),10.000499610256874
22-Jan-2021 (01:04:00.327867),10.00049954036603
22-Jan-2021 (01:04:01.390791),10.000499509419608
22-Jan-2021 (01:04:02.439934),10.000499495047421
22-Jan-2021 (01:04:03.488405),10.000499684743897
22-Jan-2021 (01:04:04.538602),10.0004994973259
22-Jan-2021 (01:04:05.591936),10.000499473327848
22-Jan-2021 (01:04:06.649102),10.000499257902653
22-Jan-2021 (01:04:07.702718),10.000499930791564
22-Jan-2021 (01:04:08.752698),10.000499615477283
22-Jan-2021 (01:04:09.801152),10.000499675814623
22-Jan-2021 (01:04:10.851155),10.0005001209601
22-Jan-2021 (01:04:11.913422),10.000499476949468
22-Jan-2021 (01:04:12.966926),10.000499614492583
22-Jan-2021 (01:04:14.012025),10.000499755981943
22-Jan-2021 (01:04:15.069034),10.00050034860885
22-Jan-2021 (01:04:16.122587),10.000499773279152
22-Jan-2021 (01:04:17.181292),10.00049967578419
22-Jan-2021 (01:04:18.239283),10.000498948065102
22-Jan-2021 (01:04:19.283337),10.000499529075098
22-Jan-2021 (01:04:20.338393),10.000499215177003
22-Jan-2021 (01:04:21.390440),10.00049923269604
22-Jan-2021 (01:04:22.444054),10.0004992748049
22-Jan-2021 (01:04:23.502719),10.000499607532037
22-Jan-2021 (01:04:24.551150),10.000499310591648
22-Jan-2021 (01:04:25.604735),10.000499360533485
22-Jan-2021 (01:04:26.658349),10.00049959973355
22-Jan-2021 (01:04:27.711840),10.000499781659942
22-Jan-2021 (01:04:28.761858),10.000499868585585
22-Jan-2021 (01:04:29.824116),10.000499497194696
22-Jan-2021 (01:04:30.872584),10.000499400357779
22-Jan-2021 (01:04:31.927684),10.000499676365136
22-Jan-2021 (01:04:32.979176),10.000499678116094
22-Jan-2021 (01:04:34.033339),10.000499786204042
22-Jan-2021 (01:04:35.091988),10.000499693416172
22-Jan-2021 (01:04:36.141977),10.000499817160609
22-Jan-2021 (01:04:37.194029),10.000500118655246
22-Jan-2021 (01:04:38.249100),10.000499758946868
22-Jan-2021 (01:04:39.301222),10.000500103083295
22-Jan-2021 (01:04:40.354763),10.00049999673954
22-Jan-2021 (01:04:41.401168),10.000499520246596
22-Jan-2021 (01:04:42.453221),10.000499773133068
22-Jan-2021 (01:04:43.511913),10.000500388735455
22-Jan-2021 (01:04:44.565442),10.00049976216406
22-Jan-2021 (01:04:45.613946),10.000500091705794
22-Jan-2021 (01:04:46.672656),10.000499725640138
22-Jan-2021 (01:04:47.721062),10.000500029685128
22-Jan-2021 (01:04:48.774667),10.00049963116015
22-Jan-2021 (01:04:49.833395),10.00049946313253
22-Jan-2021 (01:04:50.881257),10.000499311363313
22-Jan-2021 (01:04:51.940474),10.000499623629478
22-Jan-2021 (01:04:52.988411),10.000499740217919
22-Jan-2021 (01:04:54.047020),10.000499744603765
22-Jan-2021 (01:04:55.102718),10.00049994941298
