time,counts
17-Jan-2021 (22:49:58.182508),2147451903
17-Jan-2021 (22:49:58.182702),2147450332
17-Jan-2021 (22:49:58.182897),2147450508
17-Jan-2021 (22:49:58.183091),2147449124
17-Jan-2021 (22:49:58.183286),2147448640
17-Jan-2021 (22:49:58.183481),2147452268
17-Jan-2021 (22:49:58.183676),2147451292
17-Jan-2021 (22:49:58.183871),2147451943
17-Jan-2021 (22:49:58.184067),2147448009
17-Jan-2021 (22:49:58.184262),2147450405
17-Jan-2021 (22:49:58.184458),2147449253
17-Jan-2021 (22:49:58.184653),2147451695
17-Jan-2021 (22:49:58.184848),2147448567
17-Jan-2021 (22:49:58.185044),2147450891
17-Jan-2021 (22:49:58.185239),2147450086
17-Jan-2021 (22:49:58.185434),2147450199
17-Jan-2021 (22:49:58.185630),2147452377
17-Jan-2021 (22:49:58.185826),2147448760
17-Jan-2021 (22:49:58.186021),2147450181
17-Jan-2021 (22:49:58.186216),2147449834
17-Jan-2021 (22:49:58.186411),2147449972
17-Jan-2021 (22:49:58.186605),2147450618
17-Jan-2021 (22:49:58.186800),2147451397
17-Jan-2021 (22:49:58.186996),2147453354
17-Jan-2021 (22:49:58.187190),2147451514
17-Jan-2021 (22:49:58.187385),2147447404
17-Jan-2021 (22:49:58.187580),2147451785
17-Jan-2021 (22:49:58.187775),2147451273
17-Jan-2021 (22:49:58.187986),2147451212
17-Jan-2021 (22:49:58.188183),2147450323
17-Jan-2021 (22:49:58.188379),2147448198
17-Jan-2021 (22:49:58.188575),2147449661
17-Jan-2021 (22:49:58.188770),2147449364
17-Jan-2021 (22:49:58.188964),2147449644
17-Jan-2021 (22:49:58.189159),2147450470
17-Jan-2021 (22:49:58.189354),2147447573
17-Jan-2021 (22:49:58.189550),2147451163
17-Jan-2021 (22:49:58.189744),2147451021
17-Jan-2021 (22:49:58.189940),2147450258
17-Jan-2021 (22:49:58.190135),2147448573
17-Jan-2021 (22:49:58.190332),2147452257
17-Jan-2021 (22:49:58.190528),2147451558
17-Jan-2021 (22:49:58.190724),2147448565
17-Jan-2021 (22:49:58.190919),2147452061
17-Jan-2021 (22:49:58.191115),2147449413
17-Jan-2021 (22:49:58.191311),2147449820
17-Jan-2021 (22:49:58.191505),2147451778
17-Jan-2021 (22:49:58.191700),2147447332
17-Jan-2021 (22:49:58.191895),2147449957
17-Jan-2021 (22:49:58.192091),2147448166
17-Jan-2021 (22:49:58.192286),2147449137
17-Jan-2021 (22:49:58.192481),2147446583
17-Jan-2021 (22:49:58.192677),2147450059
17-Jan-2021 (22:49:58.192873),2147449747
17-Jan-2021 (22:49:58.193069),2147452362
17-Jan-2021 (22:49:58.193265),2147453470
17-Jan-2021 (22:49:58.193460),2147450825
17-Jan-2021 (22:49:58.193655),2147452241
17-Jan-2021 (22:49:58.193850),2147453045
17-Jan-2021 (22:49:58.194045),2147450494
17-Jan-2021 (22:49:58.194241),2147450833
17-Jan-2021 (22:49:58.194436),2147449480
17-Jan-2021 (22:49:58.194631),2147450045
17-Jan-2021 (22:49:58.194826),2147447193
17-Jan-2021 (22:49:58.195021),2147448359
17-Jan-2021 (22:49:58.195217),2147453275
17-Jan-2021 (22:49:58.195412),2147449527
17-Jan-2021 (22:49:58.195606),2147449636
17-Jan-2021 (22:49:58.195801),2147448230
17-Jan-2021 (22:49:58.195996),2147451748
17-Jan-2021 (22:49:58.196190),2147448108
17-Jan-2021 (22:49:58.196385),2147451776
17-Jan-2021 (22:49:58.196580),2147450710
17-Jan-2021 (22:49:58.196776),2147450247
17-Jan-2021 (22:49:58.196972),2147452156
17-Jan-2021 (22:49:58.197167),2147452899
17-Jan-2021 (22:49:58.197364),2147450578
17-Jan-2021 (22:49:58.197560),2147450786
17-Jan-2021 (22:49:58.197756),2147447362
17-Jan-2021 (22:49:58.198025),2147448956
17-Jan-2021 (22:49:58.198228),2147450626
17-Jan-2021 (22:49:58.198426),2147450406
17-Jan-2021 (22:49:58.198623),2147451614
17-Jan-2021 (22:49:58.198819),2147449482
17-Jan-2021 (22:49:58.199015),2147448077
17-Jan-2021 (22:49:58.199210),2147449893
17-Jan-2021 (22:49:58.199406),2147449985
17-Jan-2021 (22:49:58.199601),2147454573
17-Jan-2021 (22:49:58.199797),2147452460
17-Jan-2021 (22:49:58.199991),2147454231
17-Jan-2021 (22:49:58.200187),2147449753
17-Jan-2021 (22:49:58.200382),2147449663
17-Jan-2021 (22:49:58.200611),2147452330
17-Jan-2021 (22:49:58.200807),2147453087
17-Jan-2021 (22:49:58.201004),2147452780
17-Jan-2021 (22:49:58.201200),2147449534
17-Jan-2021 (22:49:58.201395),2147450503
17-Jan-2021 (22:49:58.201589),2147450699
17-Jan-2021 (22:49:58.201785),2147450401
17-Jan-2021 (22:49:58.201978),2147451087
17-Jan-2021 (22:49:58.202174),2147449341
17-Jan-2021 (22:49:58.202369),2147448602
17-Jan-2021 (22:49:58.202563),2147446665
17-Jan-2021 (22:49:58.202757),2147450641
17-Jan-2021 (22:49:58.202953),2147449228
17-Jan-2021 (22:49:58.203148),2147448356
17-Jan-2021 (22:49:58.203344),2147451576
17-Jan-2021 (22:49:58.203540),2147450517
17-Jan-2021 (22:49:58.203735),2147451969
17-Jan-2021 (22:49:58.203930),2147448890
17-Jan-2021 (22:49:58.204125),2147451515
17-Jan-2021 (22:49:58.204321),2147449952
17-Jan-2021 (22:49:58.204516),2147450163
17-Jan-2021 (22:49:58.204712),2147450263
17-Jan-2021 (22:49:58.204908),2147450468
17-Jan-2021 (22:49:58.205103),2147449978
17-Jan-2021 (22:49:58.205299),2147451922
17-Jan-2021 (22:49:58.205494),2147453091
17-Jan-2021 (22:49:58.205689),2147447630
17-Jan-2021 (22:49:58.205885),2147452707
17-Jan-2021 (22:49:58.206080),2147450013
17-Jan-2021 (22:49:58.206275),2147449221
17-Jan-2021 (22:49:58.206469),2147452808
17-Jan-2021 (22:49:58.206664),2147450762
17-Jan-2021 (22:49:58.206859),2147450855
17-Jan-2021 (22:49:58.207055),2147451688
17-Jan-2021 (22:49:58.207250),2147448743
17-Jan-2021 (22:49:58.207445),2147451782
17-Jan-2021 (22:49:58.207641),2147451068
17-Jan-2021 (22:49:58.207835),2147450486
17-Jan-2021 (22:49:58.208050),2147449797
17-Jan-2021 (22:49:58.208247),2147448194
17-Jan-2021 (22:49:58.208443),2147450220
17-Jan-2021 (22:49:58.208638),2147453312
17-Jan-2021 (22:49:58.208833),2147451941
17-Jan-2021 (22:49:58.209028),2147449549
17-Jan-2021 (22:49:58.209224),2147450856
17-Jan-2021 (22:49:58.209420),2147447710
17-Jan-2021 (22:49:58.209614),2147450240
17-Jan-2021 (22:49:58.209809),2147447783
17-Jan-2021 (22:49:58.210004),2147451314
17-Jan-2021 (22:49:58.210200),2147448912
17-Jan-2021 (22:49:58.210395),2147449603
17-Jan-2021 (22:49:58.210589),2147449201
17-Jan-2021 (22:49:58.210784),2147451434
17-Jan-2021 (22:49:58.210979),2147447666
17-Jan-2021 (22:49:58.211174),2147449631
17-Jan-2021 (22:49:58.211369),2147450565
17-Jan-2021 (22:49:58.211564),2147451857
17-Jan-2021 (22:49:58.211758),2147448766
17-Jan-2021 (22:49:58.211953),2147452985
17-Jan-2021 (22:49:58.212147),2147454034
17-Jan-2021 (22:49:58.212342),2147450453
17-Jan-2021 (22:49:58.212536),2147451479
17-Jan-2021 (22:49:58.212731),2147450005
17-Jan-2021 (22:49:58.212926),2147452965
17-Jan-2021 (22:49:58.213122),2147448444
17-Jan-2021 (22:49:58.213316),2147449844
17-Jan-2021 (22:49:58.213511),2147449222
17-Jan-2021 (22:49:58.213705),2147450548
17-Jan-2021 (22:49:58.213900),2147448269
17-Jan-2021 (22:49:58.214095),2147447942
17-Jan-2021 (22:49:58.214290),2147450987
17-Jan-2021 (22:49:58.214484),2147451922
17-Jan-2021 (22:49:58.214679),2147447814
17-Jan-2021 (22:49:58.214873),2147449531
17-Jan-2021 (22:49:58.215068),2147452300
17-Jan-2021 (22:49:58.215262),2147449805
17-Jan-2021 (22:49:58.215457),2147451432
17-Jan-2021 (22:49:58.215652),2147451981
17-Jan-2021 (22:49:58.215847),2147450191
17-Jan-2021 (22:49:58.216042),2147448618
17-Jan-2021 (22:49:58.216237),2147451922
17-Jan-2021 (22:49:58.216431),2147451376
17-Jan-2021 (22:49:58.216627),2147450521
17-Jan-2021 (22:49:58.216821),2147449535
17-Jan-2021 (22:49:58.217016),2147450359
17-Jan-2021 (22:49:58.217211),2147450165
17-Jan-2021 (22:49:58.217407),2147448485
17-Jan-2021 (22:49:58.217603),2147450853
17-Jan-2021 (22:49:58.217799),2147450890
17-Jan-2021 (22:49:58.218009),2147450209
17-Jan-2021 (22:49:58.218206),2147449115
17-Jan-2021 (22:49:58.218401),2147450246
17-Jan-2021 (22:49:58.218596),2147449571
17-Jan-2021 (22:49:58.218791),2147452363
17-Jan-2021 (22:49:58.218986),2147450331
17-Jan-2021 (22:49:58.219180),2147447314
17-Jan-2021 (22:49:58.219376),2147450107
17-Jan-2021 (22:49:58.219570),2147447313
17-Jan-2021 (22:49:58.219765),2147449595
17-Jan-2021 (22:49:58.219960),2147452577
17-Jan-2021 (22:49:58.220183),2147449511
17-Jan-2021 (22:49:58.220380),2147451168
17-Jan-2021 (22:49:58.220576),2147449122
17-Jan-2021 (22:49:58.220771),2147450227
17-Jan-2021 (22:49:58.220967),2147452186
17-Jan-2021 (22:49:58.221161),2147447892
17-Jan-2021 (22:49:58.221356),2147449967
17-Jan-2021 (22:49:58.221551),2147450793
17-Jan-2021 (22:49:58.221745),2147450803
17-Jan-2021 (22:49:58.221939),2147449917
17-Jan-2021 (22:49:58.222133),2147450133
17-Jan-2021 (22:49:58.222327),2147451093
17-Jan-2021 (22:49:58.222521),2147448529
17-Jan-2021 (22:49:58.222715),2147450204
17-Jan-2021 (22:49:58.222910),2147449162
17-Jan-2021 (22:49:58.223105),2147447611
17-Jan-2021 (22:49:58.223299),2147447272
17-Jan-2021 (22:49:58.223493),2147450155
17-Jan-2021 (22:49:58.223688),2147451134
17-Jan-2021 (22:49:58.223882),2147450856
17-Jan-2021 (22:49:58.224077),2147451017
17-Jan-2021 (22:49:58.224272),2147452854
17-Jan-2021 (22:49:58.224468),2147452982
17-Jan-2021 (22:49:58.224663),2147451041
17-Jan-2021 (22:49:58.224858),2147454240
17-Jan-2021 (22:49:58.225053),2147450883
17-Jan-2021 (22:49:58.225249),2147451327
17-Jan-2021 (22:49:58.225446),2147449723
17-Jan-2021 (22:49:58.225641),2147451163
17-Jan-2021 (22:49:58.225836),2147449520
17-Jan-2021 (22:49:58.226032),2147449994
17-Jan-2021 (22:49:58.226227),2147451010
17-Jan-2021 (22:49:58.226421),2147451646
17-Jan-2021 (22:49:58.226616),2147451392
17-Jan-2021 (22:49:58.226811),2147449492
17-Jan-2021 (22:49:58.227007),2147450364
17-Jan-2021 (22:49:58.227201),2147449805
17-Jan-2021 (22:49:58.227395),2147450698
17-Jan-2021 (22:49:58.227591),2147452351
17-Jan-2021 (22:49:58.227786),2147451087
17-Jan-2021 (22:49:58.227999),2147448688
17-Jan-2021 (22:49:58.228196),2147452531
17-Jan-2021 (22:49:58.228392),2147451686
17-Jan-2021 (22:49:58.228587),2147450700
17-Jan-2021 (22:49:58.228782),2147449752
17-Jan-2021 (22:49:58.228977),2147449661
17-Jan-2021 (22:49:58.229172),2147452178
17-Jan-2021 (22:49:58.229367),2147447654
17-Jan-2021 (22:49:58.229562),2147450065
17-Jan-2021 (22:49:58.229757),2147447601
17-Jan-2021 (22:49:58.229951),2147451456
17-Jan-2021 (22:49:58.230145),2147450125
17-Jan-2021 (22:49:58.230341),2147449828
17-Jan-2021 (22:49:58.230535),2147449775
17-Jan-2021 (22:49:58.230731),2147447757
17-Jan-2021 (22:49:58.230927),2147450688
17-Jan-2021 (22:49:58.231122),2147451439
17-Jan-2021 (22:49:58.231317),2147449937
17-Jan-2021 (22:49:58.231513),2147449037
17-Jan-2021 (22:49:58.231707),2147450159
17-Jan-2021 (22:49:58.231903),2147452513
17-Jan-2021 (22:49:58.232098),2147449085
17-Jan-2021 (22:49:58.232294),2147450185
17-Jan-2021 (22:49:58.232490),2147450712
17-Jan-2021 (22:49:58.232684),2147450541
17-Jan-2021 (22:49:58.232879),2147453223
17-Jan-2021 (22:49:58.233074),2147447889
17-Jan-2021 (22:49:58.233270),2147449860
17-Jan-2021 (22:49:58.233465),2147449779
17-Jan-2021 (22:49:58.233659),2147448729
17-Jan-2021 (22:49:58.233854),2147450510
17-Jan-2021 (22:49:58.234049),2147449864
17-Jan-2021 (22:49:58.234244),2147452284
17-Jan-2021 (22:49:58.234439),2147451348
17-Jan-2021 (22:49:58.234633),2147449470
17-Jan-2021 (22:49:58.234828),2147449216
17-Jan-2021 (22:49:58.235023),2147451185
17-Jan-2021 (22:49:58.235218),2147448649
17-Jan-2021 (22:49:58.235412),2147449687
17-Jan-2021 (22:49:58.235607),2147449183
17-Jan-2021 (22:49:58.235802),2147449660
17-Jan-2021 (22:49:58.235997),2147452071
